student_school,student_sex,student_age,home_address_type,family_size,parent_cohabitation_status,mother_education,father_education,mother_job,father_job,school_choice_reason,student_guardian,travel_time,weekly_study_time,past_class_failures,extra_educational_support,family_educational_support,paid_extra_classes,extra_curricular_activities,attended_nursery_school,higher_education_aspiration,internet_access_at_home,romantic_relationship,family_relationship_quality,free_time_after_school,going_out_with_friends,workday_alcohol_consumption,weekend_alcohol_consumption,current_health_status,school_absences,major,id,period,score,guardian_education,guardian_job
GP,F,16,U,GT3,T,4,2,health,services,home,father,1,2,0,no school support,no family support,no,no,yes,yes,yes,yes,4,2,3,1,1,3,0,Portuguese,16,second period,17,2:5th to 9th grade,services
GP,F,16,U,GT3,T,4,2,health,services,home,father,1,2,0,no school support,no family support,no,no,yes,yes,yes,yes,4,2,3,1,1,3,0,Portuguese,16,final,18,2:5th to 9th grade,services
GP,F,17,U,GT3,T,4,3,health,services,reputation,mother,1,3,0,no school support,family support,no,no,yes,yes,yes,no,4,2,2,1,2,3,0,Portuguese,17,first period,17,4:higher education,health
GP,F,17,U,GT3,T,4,3,health,services,reputation,mother,1,3,0,no school support,family support,no,no,yes,yes,yes,no,4,2,2,1,2,3,0,Portuguese,17,second period,18,4:higher education,health
GP,F,17,U,GT3,T,4,3,health,services,reputation,mother,1,3,0,no school support,family support,no,no,yes,yes,yes,no,4,2,2,1,2,3,0,Portuguese,17,final,18,4:higher education,health
MS,F,17,R,GT3,T,4,2,other,other,course,mother,2,2,0,school support,family support,no,no,no,yes,yes,no,4,3,3,2,3,5,0,Portuguese,18,first period,17,4:higher education,other
MS,F,17,R,GT3,T,4,2,other,other,course,mother,2,2,0,school support,family support,no,no,no,yes,yes,no,4,3,3,2,3,5,0,Portuguese,18,second period,18,4:higher education,other
MS,F,17,R,GT3,T,4,2,other,other,course,mother,2,2,0,school support,family support,no,no,no,yes,yes,no,4,3,3,2,3,5,0,Portuguese,18,final,18,4:higher education,other
MS,F,18,U,GT3,T,4,4,teacher,teacher,reputation,mother,2,2,0,no school support,no family support,no,yes,no,yes,yes,no,4,3,5,1,2,1,0,Portuguese,19,first period,18,4:higher education,teacher
MS,F,18,U,GT3,T,4,4,teacher,teacher,reputation,mother,2,2,0,no school support,no family support,no,yes,no,yes,yes,no,4,3,5,1,2,1,0,Portuguese,19,second period,18,4:higher education,teacher
MS,F,18,U,GT3,T,4,4,teacher,teacher,reputation,mother,2,2,0,no school support,no family support,no,yes,no,yes,yes,no,4,3,5,1,2,1,0,Portuguese,19,final,18,4:higher education,teacher
MS,F,17,U,GT3,T,4,2,other,other,course,mother,2,2,0,no school support,family support,no,no,yes,yes,yes,no,4,3,3,1,2,4,0,Portuguese,20,first period,17,4:higher education,other
MS,F,17,U,GT3,T,4,2,other,other,course,mother,2,2,0,no school support,family support,no,no,yes,yes,yes,no,4,3,3,1,2,4,0,Portuguese,20,second period,18,4:higher education,other
MS,F,17,U,GT3,T,4,2,other,other,course,mother,2,2,0,no school support,family support,no,no,yes,yes,yes,no,4,3,3,1,2,4,0,Portuguese,20,final,18,4:higher education,other
MS,F,17,U,GT3,T,4,2,teacher,other,course,father,2,4,0,no school support,no family support,no,no,yes,yes,yes,yes,4,2,3,3,1,5,0,Portuguese,21,first period,18,2:5th to 9th grade,other
MS,F,17,U,GT3,T,4,2,teacher,other,course,father,2,4,0,no school support,no family support,no,no,yes,yes,yes,yes,4,2,3,3,1,5,0,Portuguese,21,second period,18,2:5th to 9th grade,other
MS,F,17,U,GT3,T,4,2,teacher,other,course,father,2,4,0,no school support,no family support,no,no,yes,yes,yes,yes,4,2,3,3,1,5,0,Portuguese,21,final,18,2:5th to 9th grade,other
GP,M,15,U,GT3,A,3,4,services,other,course,mother,1,2,0,no school support,family support,yes,yes,yes,yes,yes,no,5,4,4,1,1,1,0,Math,22,first period,16,3:secondary education,services
GP,M,15,U,GT3,A,3,4,services,other,course,mother,1,2,0,no school support,family support,yes,yes,yes,yes,yes,no,5,4,4,1,1,1,0,Math,22,second period,18,3:secondary education,services
GP,M,15,U,GT3,A,3,4,services,other,course,mother,1,2,0,no school support,family support,yes,yes,yes,yes,yes,no,5,4,4,1,1,1,0,Math,22,final,18,3:secondary education,services
GP,M,16,U,GT3,T,3,3,services,other,home,father,1,3,0,no school support,family support,no,yes,yes,yes,yes,no,5,3,3,1,1,5,2,Math,23,first period,16,3:secondary education,other
GP,M,16,U,GT3,T,3,3,services,other,home,father,1,3,0,no school support,family support,no,yes,yes,yes,yes,no,5,3,3,1,1,5,2,Math,23,second period,18,3:secondary education,other
GP,M,16,U,GT3,T,3,3,services,other,home,father,1,3,0,no school support,family support,no,yes,yes,yes,yes,no,5,3,3,1,1,5,2,Math,23,final,18,3:secondary education,other
GP,F,17,R,LE3,T,3,1,services,other,reputation,mother,2,4,0,no school support,family support,yes,no,yes,yes,no,no,3,1,2,1,1,3,6,Math,24,first period,18,3:secondary education,services
GP,F,17,R,LE3,T,3,1,services,other,reputation,mother,2,4,0,no school support,family support,yes,no,yes,yes,no,no,3,1,2,1,1,3,6,Math,24,second period,18,3:secondary education,services
GP,F,17,R,LE3,T,3,1,services,other,reputation,mother,2,4,0,no school support,family support,yes,no,yes,yes,no,no,3,1,2,1,1,3,6,Math,24,final,18,3:secondary education,services
GP,F,17,U,GT3,T,3,2,health,health,reputation,father,1,4,0,no school support,family support,yes,yes,no,yes,yes,no,5,2,2,1,2,5,0,Math,25,first period,17,2:5th to 9th grade,health
GP,F,17,U,GT3,T,3,2,health,health,reputation,father,1,4,0,no school support,family support,yes,yes,no,yes,yes,no,5,2,2,1,2,5,0,Math,25,second period,17,2:5th to 9th grade,health
GP,F,17,U,GT3,T,3,2,health,health,reputation,father,1,4,0,no school support,family support,yes,yes,no,yes,yes,no,5,2,2,1,2,5,0,Math,25,final,18,2:5th to 9th grade,health
GP,F,17,U,GT3,T,3,2,health,health,reputation,father,1,4,0,no school support,family support,no,yes,no,yes,yes,no,5,2,2,1,2,5,0,Portuguese,27,first period,18,2:5th to 9th grade,health
GP,F,17,U,GT3,T,3,2,health,health,reputation,father,1,4,0,no school support,family support,no,yes,no,yes,yes,no,5,2,2,1,2,5,0,Portuguese,27,second period,18,2:5th to 9th grade,health
GP,F,17,U,GT3,T,3,2,health,health,reputation,father,1,4,0,no school support,family support,no,yes,no,yes,yes,no,5,2,2,1,2,5,0,Portuguese,27,final,18,2:5th to 9th grade,health
GP,M,17,U,LE3,A,3,2,other,other,reputation,mother,1,2,0,no school support,family support,no,no,yes,yes,yes,no,4,4,4,1,2,5,10,Portuguese,28,first period,16,3:secondary education,other
GP,M,17,U,LE3,A,3,2,other,other,reputation,mother,1,2,0,no school support,family support,no,no,yes,yes,yes,no,4,4,4,1,2,5,10,Portuguese,28,second period,18,3:secondary education,other
GP,M,17,U,LE3,A,3,2,other,other,reputation,mother,1,2,0,no school support,family support,no,no,yes,yes,yes,no,4,4,4,1,2,5,10,Portuguese,28,final,18,3:secondary education,other
GP,M,16,U,GT3,T,2,1,other,other,course,mother,3,1,0,no school support,no family support,no,no,yes,yes,yes,no,4,3,3,1,1,4,6,Math,29,first period,18,2:5th to 9th grade,other
GP,M,16,U,GT3,T,2,1,other,other,course,mother,3,1,0,no school support,no family support,no,no,yes,yes,yes,no,4,3,3,1,1,4,6,Math,29,second period,18,2:5th to 9th grade,other
GP,M,16,U,GT3,T,2,1,other,other,course,mother,3,1,0,no school support,no family support,no,no,yes,yes,yes,no,4,3,3,1,1,4,6,Math,29,final,18,2:5th to 9th grade,other
GP,F,18,U,GT3,T,2,2,at_home,at_home,other,mother,1,3,0,no school support,family support,no,no,yes,yes,yes,no,4,3,3,1,2,2,0,Portuguese,30,first period,18,2:5th to 9th grade,at home
GP,F,18,U,GT3,T,2,2,at_home,at_home,other,mother,1,3,0,no school support,family support,no,no,yes,yes,yes,no,4,3,3,1,2,2,0,Portuguese,30,second period,18,2:5th to 9th grade,at home
GP,F,18,U,GT3,T,2,2,at_home,at_home,other,mother,1,3,0,no school support,family support,no,no,yes,yes,yes,no,4,3,3,1,2,2,0,Portuguese,30,final,18,2:5th to 9th grade,at home
GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2,2,0,no school support,family support,no,yes,yes,yes,yes,yes,4,3,2,1,1,3,0,Portuguese,31,first period,16,1:primary education,other
GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2,2,0,no school support,family support,no,yes,yes,yes,yes,yes,4,3,2,1,1,3,0,Portuguese,31,second period,17,1:primary education,other
GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2,2,0,no school support,family support,no,yes,yes,yes,yes,yes,4,3,2,1,1,3,0,Portuguese,31,final,18,1:primary education,other
GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2,0,no school support,family support,no,yes,no,yes,no,yes,3,5,2,2,2,1,2,Portuguese,32,first period,16,1:primary education,at home
GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2,0,no school support,family support,no,yes,no,yes,no,yes,3,5,2,2,2,1,2,Portuguese,32,second period,17,1:primary education,at home
GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2,0,no school support,family support,no,yes,no,yes,no,yes,3,5,2,2,2,1,2,Portuguese,32,final,18,1:primary education,at home
GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2,4,0,no school support,family support,no,yes,yes,yes,no,no,5,2,2,1,1,3,2,Portuguese,33,first period,17,1:primary education,at home
GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2,4,0,no school support,family support,no,yes,yes,yes,no,no,5,2,2,1,1,3,2,Portuguese,33,second period,17,1:primary education,at home
GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2,4,0,no school support,family support,no,yes,yes,yes,no,no,5,2,2,1,1,3,2,Portuguese,33,final,18,1:primary education,at home
MS,F,16,R,LE3,T,1,1,at_home,other,course,father,3,2,0,no school support,family support,no,no,yes,yes,no,no,5,3,2,1,1,1,0,Portuguese,34,first period,16,1:primary education,other
MS,F,16,R,LE3,T,1,1,at_home,other,course,father,3,2,0,no school support,family support,no,no,yes,yes,no,no,5,3,2,1,1,1,0,Portuguese,34,second period,17,1:primary education,other
MS,F,16,R,LE3,T,1,1,at_home,other,course,father,3,2,0,no school support,family support,no,no,yes,yes,no,no,5,3,2,1,1,1,0,Portuguese,34,final,18,1:primary education,other
MS,F,18,U,LE3,T,1,1,at_home,services,course,father,2,3,0,no school support,no family support,no,no,yes,yes,yes,no,5,3,2,1,1,4,0,Portuguese,35,first period,19,1:primary education,services
MS,F,18,U,LE3,T,1,1,at_home,services,course,father,2,3,0,no school support,no family support,no,no,yes,yes,yes,no,5,3,2,1,1,4,0,Portuguese,35,second period,17,1:primary education,services
MS,F,18,U,LE3,T,1,1,at_home,services,course,father,2,3,0,no school support,no family support,no,no,yes,yes,yes,no,5,3,2,1,1,4,0,Portuguese,35,final,18,1:primary education,services
GP,M,15,U,GT3,T,4,4,services,services,reputation,mother,2,2,0,no school support,family support,no,yes,yes,yes,yes,no,4,3,1,1,1,5,0,Math,36,first period,17,4:higher education,services
GP,M,15,U,GT3,T,4,4,services,services,reputation,mother,2,2,0,no school support,family support,no,yes,yes,yes,yes,no,4,3,1,1,1,5,0,Math,36,second period,16,4:higher education,services
GP,M,15,U,GT3,T,4,4,services,services,reputation,mother,2,2,0,no school support,family support,no,yes,yes,yes,yes,no,4,3,1,1,1,5,0,Math,36,final,17,4:higher education,services
GP,M,16,U,GT3,T,4,4,services,teacher,other,father,1,3,0,no school support,family support,no,yes,yes,yes,yes,yes,4,4,3,1,1,4,0,Math,37,first period,16,4:higher education,teacher
GP,M,16,U,GT3,T,4,4,services,teacher,other,father,1,3,0,no school support,family support,no,yes,yes,yes,yes,yes,4,4,3,1,1,4,0,Math,37,second period,17,4:higher education,teacher
GP,M,16,U,GT3,T,4,4,services,teacher,other,father,1,3,0,no school support,family support,no,yes,yes,yes,yes,yes,4,4,3,1,1,4,0,Math,37,final,17,4:higher education,teacher
GP,F,16,U,GT3,T,4,4,health,other,home,mother,1,1,0,no school support,family support,no,no,yes,yes,yes,no,4,4,4,1,2,2,6,Portuguese,38,first period,17,4:higher education,health
GP,F,16,U,GT3,T,4,4,health,other,home,mother,1,1,0,no school support,family support,no,no,yes,yes,yes,no,4,4,4,1,2,2,6,Portuguese,38,second period,17,4:higher education,health
GP,F,16,U,GT3,T,4,4,health,other,home,mother,1,1,0,no school support,family support,no,no,yes,yes,yes,no,4,4,4,1,2,2,6,Portuguese,38,final,17,4:higher education,health
GP,M,16,U,GT3,T,4,3,health,services,reputation,mother,1,4,0,no school support,no family support,no,yes,yes,yes,yes,no,4,2,2,1,1,2,2,Portuguese,39,first period,17,4:higher education,health
GP,M,16,U,GT3,T,4,3,health,services,reputation,mother,1,4,0,no school support,no family support,no,yes,yes,yes,yes,no,4,2,2,1,1,2,2,Portuguese,39,second period,17,4:higher education,health
GP,M,16,U,GT3,T,4,3,health,services,reputation,mother,1,4,0,no school support,no family support,no,yes,yes,yes,yes,no,4,2,2,1,1,2,2,Portuguese,39,final,17,4:higher education,health
GP,F,16,U,GT3,T,4,4,health,health,reputation,mother,1,2,0,no school support,family support,no,no,yes,yes,yes,yes,4,4,2,1,1,3,0,Portuguese,40,first period,16,4:higher education,health
GP,F,16,U,GT3,T,4,4,health,health,reputation,mother,1,2,0,no school support,family support,no,no,yes,yes,yes,yes,4,4,2,1,1,3,0,Portuguese,40,second period,16,4:higher education,health
GP,F,16,U,GT3,T,4,4,health,health,reputation,mother,1,2,0,no school support,family support,no,no,yes,yes,yes,yes,4,4,2,1,1,3,0,Portuguese,40,final,17,4:higher education,health
GP,F,17,U,LE3,T,4,2,teacher,services,reputation,mother,1,4,0,no school support,family support,no,yes,yes,yes,yes,no,4,2,3,1,1,4,2,Portuguese,41,first period,14,4:higher education,teacher
GP,F,17,U,LE3,T,4,2,teacher,services,reputation,mother,1,4,0,no school support,family support,no,yes,yes,yes,yes,no,4,2,3,1,1,4,2,Portuguese,41,second period,15,4:higher education,teacher
GP,F,17,U,LE3,T,4,2,teacher,services,reputation,mother,1,4,0,no school support,family support,no,yes,yes,yes,yes,no,4,2,3,1,1,4,2,Portuguese,41,final,17,4:higher education,teacher
GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,2,0,no school support,family support,no,yes,yes,yes,yes,no,5,4,3,1,1,2,0,Portuguese,42,first period,17,4:higher education,teacher
GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,2,0,no school support,family support,no,yes,yes,yes,yes,no,5,4,3,1,1,2,0,Portuguese,42,second period,17,4:higher education,teacher
GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,2,0,no school support,family support,no,yes,yes,yes,yes,no,5,4,3,1,1,2,0,Portuguese,42,final,17,4:higher education,teacher
GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1,4,0,no school support,family support,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,Portuguese,43,first period,16,3:secondary education,other
GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1,4,0,no school support,family support,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,Portuguese,43,second period,17,3:secondary education,other
GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1,4,0,no school support,family support,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,Portuguese,43,final,17,3:secondary education,other
GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1,1,0,no school support,family support,no,no,yes,yes,yes,yes,1,4,2,2,2,1,0,Portuguese,44,first period,18,4:higher education,teacher
GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1,1,0,no school support,family support,no,no,yes,yes,yes,yes,1,4,2,2,2,1,0,Portuguese,44,second period,18,4:higher education,teacher
GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1,1,0,no school support,family support,no,no,yes,yes,yes,yes,1,4,2,2,2,1,0,Portuguese,44,final,17,4:higher education,teacher
GP,F,17,R,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no school support,no family support,no,yes,yes,yes,yes,no,4,4,4,1,1,5,2,Portuguese,45,first period,15,4:higher education,teacher
GP,F,17,R,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no school support,no family support,no,yes,yes,yes,yes,no,4,4,4,1,1,5,2,Portuguese,45,second period,16,4:higher education,teacher
GP,F,17,R,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no school support,no family support,no,yes,yes,yes,yes,no,4,4,4,1,1,5,2,Portuguese,45,final,17,4:higher education,teacher
GP,F,18,U,GT3,T,4,3,other,other,course,mother,1,3,0,no school support,family support,no,yes,yes,yes,yes,yes,4,3,4,1,1,5,2,Portuguese,46,first period,14,4:higher education,other
GP,F,18,U,GT3,T,4,3,other,other,course,mother,1,3,0,no school support,family support,no,yes,yes,yes,yes,yes,4,3,4,1,1,5,2,Portuguese,46,second period,15,4:higher education,other
GP,F,18,U,GT3,T,4,3,other,other,course,mother,1,3,0,no school support,family support,no,yes,yes,yes,yes,yes,4,3,4,1,1,5,2,Portuguese,46,final,17,4:higher education,other
GP,F,17,U,GT3,T,4,4,health,health,course,mother,1,1,0,no school support,no family support,no,yes,yes,yes,yes,no,5,3,4,1,2,5,2,Portuguese,47,first period,14,4:higher education,health
GP,F,17,U,GT3,T,4,4,health,health,course,mother,1,1,0,no school support,no family support,no,yes,yes,yes,yes,no,5,3,4,1,2,5,2,Portuguese,47,second period,15,4:higher education,health
GP,F,17,U,GT3,T,4,4,health,health,course,mother,1,1,0,no school support,no family support,no,yes,yes,yes,yes,no,5,3,4,1,2,5,2,Portuguese,47,final,17,4:higher education,health
GP,F,17,U,GT3,A,4,3,services,services,course,mother,1,2,0,no school support,family support,no,no,yes,yes,yes,yes,5,2,2,1,2,5,14,Portuguese,48,first period,15,4:higher education,services
GP,F,17,U,GT3,A,4,3,services,services,course,mother,1,2,0,no school support,family support,no,no,yes,yes,yes,yes,5,2,2,1,2,5,14,Portuguese,48,second period,14,4:higher education,services
GP,F,17,U,GT3,A,4,3,services,services,course,mother,1,2,0,no school support,family support,no,no,yes,yes,yes,yes,5,2,2,1,2,5,14,Portuguese,48,final,17,4:higher education,services
GP,M,18,R,GT3,T,4,3,teacher,services,course,mother,1,3,0,no school support,no family support,no,no,yes,yes,yes,yes,5,3,2,1,2,4,4,Portuguese,49,first period,15,4:higher education,teacher
GP,M,18,R,GT3,T,4,3,teacher,services,course,mother,1,3,0,no school support,no family support,no,no,yes,yes,yes,yes,5,3,2,1,2,4,4,Portuguese,49,second period,14,4:higher education,teacher
GP,M,18,R,GT3,T,4,3,teacher,services,course,mother,1,3,0,no school support,no family support,no,no,yes,yes,yes,yes,5,3,2,1,2,4,4,Portuguese,49,final,17,4:higher education,teacher
